,pH_perm,NaOH mg/kg w,pH_outlet
353,4.8,34.63344066710399,10.494851113431478
354,4.8,38.65184038239176,10.594852545754408
355,4.8,43.6158117687594,10.694854331793858
356,4.8,49.7857052401749,10.794856567500627
357,4.8,57.487220111085676,10.894859371973036
358,4.8,67.12877453906609,10.994862895063482
359,4.8,79.22366201872819,11.094867325597598
360,4.8,94.41844625793738,11.194872901876206
361,4.8,113.52955834333483,11.29487992514667
362,4.8,137.5907490389159,11.394888776953842
363,4.8,167.9149509300017,11.494899941571344
364,4.8,206.17524600530263,11.594914035083239
365,4.8,254.51103465832426,11.69493184314786
366,4.8,315.66719895954867,11.79495437005073
367,4.8,393.1761353679265,11.894982902380418
368,4.8,491.59518150166093,11.995019091604842
369,4.9,2.6237699629884403,7.994842674492549
370,4.9,2.9067242935667004,8.094842726768341
371,4.9,3.2498095754668856,8.194842790247783
372,4.9,3.66338461804658,8.294842866910807
373,4.9,4.157981252818621,8.394842958805805
374,4.9,4.743558570904957,8.494843067927624
375,4.9,5.4284874812196815,8.594843196050531
376,4.9,6.218327164730525,8.694843344527836
377,4.9,7.114555357919013,8.79484351408769
378,4.9,8.11352535335149,8.894843704674631
379,4.9,9.205999623536893,8.994843915400047
380,4.9,10.377594549308178,9.094844144662675
381,4.9,11.610321425602065,9.194844390473781
382,4.9,12.885141704634062,9.294844650975332
383,4.9,14.185160808585021,9.394844925088174
384,4.9,15.498897638046312,9.494845213194724
385,4.9,16.82308323982026,9.594845517765508
386,4.9,18.164658593113764,9.694845843877406
387,4.9,19.54195640585129,9.794846199629852
388,4.9,20.985332017863193,9.894846596515855
389,4.9,22.537665280824935,9.994847049835725
390,4.9,24.25517616966004,10.094847579249047
391,4.9,26.20892716405317,10.194848209552568
392,4.9,28.487288916739416,10.294848971762331
393,4.9,31.199573949744757,10.39484990457233
394,4.9,34.48102314327616,10.494851056268985
395,4.9,38.49936584107548,10.594852488578619
396,4.9,43.463263980244264,10.694854274601111
397,4.9,49.63306416745074,10.794856510286275
398,4.9,57.334461090221886,10.894859314731468
399,4.9,66.97586735280447,10.994862837787968
400,4.9,79.07056989476388,11.094867268280137
401,4.9,94.2651248677682,11.194872844507396
402,4.9,113.37595491692028,11.294879867715656
